Substrate ID,SMILES,sasa_area,sasa_volume,disp_area,disp_volume,disp_p_int,disp_p_max,disp_p_min,ip,ea,homo,lumo,electrophilicity,nucleophilicity,electrofugality,nucleofugality,dipole_x,dipole_y,dipole_z,mass,radius,charge
31,[H][C@@]12[C@](C(C3=O)(C(OC)=O)C([C@@](C([C@@]3(O)C)=O)(C)C2)=C)(C)CC[C@@]4([H])[C@]1(CCC(OC4(C)C)=O)C,599.8674906958709,1102.1846989478925,472.99393460413484,557.0272422409737,20.310585264921567,54.899533641280144,9.790665085873773,12.523954333724422,5.534259032362199,-0.3965657220474539,-0.29569639057513586,1.2517270615724365,-7.677954333724422,8.92968139529686,0.563468029210238,-1.6758902138924134,0.4064391366322411,-1.6346940723945647,460.55984000000046,5.659609457130201,0.0
32,C[C@@]1(CCC(OC2(C)C)=O)[C@]2([H])CC[C@@](C3C4=O)(C)[C@@]1([H])C[C@](C([C@]4(C)O)=O)(C)C3=C,561.1472280791709,1008.6472022038256,429.2796985466567,503.0727135584116,19.8443671413609,47.00893829134178,10.729338204144728,12.577408988464718,5.254616952839776,-0.3940537657499826,-0.2904965392258009,1.1310580377463795,-7.731408988464718,8.862467026211098,0.7224410849066035,1.4312661880522035,-1.9867719140588254,-0.9382243876532947,402.5237600000004,5.326796080753135,0.0
33,[NH3+][C@@H](CCCNC(N)=[NH2+])C([O-])=O,338.06774928261984,510.68752364379105,226.8099254709325,222.0887651403349,16.67708449357187,37.713271627424525,9.124552993248043,12.512854301548243,2.47347111140962,-0.3608311848148228,-0.21296781044103338,0.34899905013368177,-7.666854301548243,8.015853351681926,2.7215279387240625,1.024857368471685,-0.31166686687313283,-0.8462769996664674,174.2009599999999,3.6035741124963745,0.0
34,O=C([O-])[C@H]1[NH2+]CCC1,273.80685437824417,378.7387783589661,167.63858255995433,147.95082109625469,15.036050820264622,34.45996520719971,8.845175431844105,14.008885304244979,7.762432087875383,-0.4293851799107034,-0.4030190733214554,2.9198551483025335,-9.162885304244979,12.082740452547512,0.0034230604271502946,-2.4722597307934833,-1.153503052560322,-0.5791098704617086,114.12252000000004,2.7880282725407195,-1.0
35,[NH3+][C@H](C([O-])=O)CC(C)C,315.887192519359,456.06531334230266,205.83845858936445,190.19302981744644,15.51987018841767,39.1022653030494,9.071857961300836,13.669365416087219,2.0141005898323616,-0.3971858765245754,-0.22668603717557,0.38499409317609634,-8.823365416087219,9.208359509263312,3.2168935033437345,-1.1004244528855605,1.2303148593153197,-1.4944616570626033,131.17292,3.4928578366214666,0.0
36,[NH3+][C@@H](CC1=CC=C(O)C=C1)C([O-])=O,360.77615015713,532.8702958426674,227.231955482298,212.80411283330798,17.32960121125314,40.075540738619665,9.559245128927081,13.565389920783153,8.785806686370801,-0.41277076955976866,-0.4089538800617152,4.191141017922913,-8.719389920783152,12.910530938706067,0.2513343315521119,0.8205673572979828,0.6175112986145423,0.8581251683049306,179.17265999999992,4.477876269665227,-2.0
37,[NH3+][C@@H](CCC(N)=O)C([O-])=O,310.2648845050369,442.6120443803117,191.35749441312825,173.78222313225385,15.978851599420747,38.73742638782407,8.65525938204851,13.873819774700685,8.377846966529532,-0.42602043300748443,-0.4126140462649831,3.587745840377801,-9.027819774700685,12.615565615078488,0.05589887384826916,0.7505737295080679,-1.5022462061278246,0.4110059284370926,145.13655999999992,3.312643567529491,-1.0
38,[NH3+][C@@H]([C@@H](C)CC)C([O-])=O,308.33738159414656,448.84852232555875,201.43899542702422,188.40350342550747,15.607828943563163,39.52937939278145,8.606173397248424,13.642482416347134,2.0492110255467737,-0.3961025522428564,-0.22677819777231148,0.3881165223267892,-8.796482416347134,9.184598938673924,3.184905496780015,0.5548951083745977,-1.8359673807361485,1.0827901361022543,131.17292,3.0293820906119873,0.0
39,O=C([O-])[C@@H]([NH3+])CC1=CNC=N1,313.6677025141388,455.7403559261434,200.907725855124,183.6871557397816,16.704407754468956,44.18708970082411,8.672552901352166,13.055602862219732,3.0565147020123296,-0.3812597873220151,-0.21920044841419783,0.5152708536788477,-8.209602862219732,8.72487371589858,2.3047561516665183,1.0824145665463822,0.5163791502313919,1.2212327375428584,155.15455999999992,3.2282482399261694,0.0
40,O=C([O-])[C@@H]([NH3+])CC1=CNC2=C1C=CC=C2,389.1484956329496,592.130276486604,260.3901283074775,245.63970722411466,18.12248482191134,45.14733847698738,9.380088580779216,12.671880232744961,7.654571966630696,-0.3920381659838508,-0.3816186655919248,2.8175360069212805,-7.825880232744961,10.643416239666239,0.008964040290584301,2.6794642612667996,-2.3709264901918248,-0.4554820384947904,203.21723999999992,4.541543443054301,-1.0
